02/19/2001,NAX
02/23/2001,RTX
02/23/2001,MSC
02/26/2001,CYX
02/26/2001,ATX
02/26/2001,SAX
02/27/2001,SAX
03/01/2001,KOX
03/01/2001,SKE
03/05/2001,CAX
03/06/2001,IBX
03/06/2001,KLX
03/06/2001,CAX
03/06/2001,SIX
03/07/2001,IBX
03/07/2001,CAX
03/08/2001,IBX
03/08/2001,RTX
03/08/2001,MSC
03/08/2001,CAX
03/09/2001,CAX
03/09/2001,TAX
03/09/2001,IBX
03/15/2001,BUX
03/19/2001,IEX
03/20/2001,OSX
03/20/2001,NYX
03/20/2001,JAE
03/20/2001,JSX
03/20/2001,HEX
03/21/2001,MXX
03/21/2001,JNX
03/25/2001,CAX
03/25/2001,ATX
03/25/2001,CYX
03/26/2001,KLX
04/01/2001,CYX
04/05/2001,KOX
04/05/2001,HKE
04/05/2001,SKE
04/06/2001,BKX
04/07/2001,TAX
04/08/2001,TAX
04/09/2001,PLX
04/12/2001,CPX
04/12/2001,LSX
04/12/2001,ICX
04/12/2001,FIE
04/12/2001,PLX
04/12/2001,OLX
04/12/2001,MXX
04/13/2001,LON
04/13/2001,GEE
04/13/2001,AUE
04/13/2001,ITE
04/13/2001,XLN
04/13/2001,UKE
04/13/2001,TAX
04/13/2001,WSX
04/13/2001,ZMX
04/13/2001,NZX
04/13/2001,OLX
04/13/2001,PLX
04/13/2001,SGX
04/13/2001,LSX
04/13/2001,LUX
04/13/2001,MXX
04/13/2001,NAX
04/13/2001,JNX
04/13/2001,IEX
04/13/2001,ICX
04/13/2001,SAX
04/13/2001,BKX
04/13/2001,CYX
04/13/2001,SIX
04/13/2001,VTX
04/13/2001,ASX
04/13/2001,ATX
04/13/2001,BRX
04/13/2001,HKE
04/13/2001,FIE
04/13/2001,SZE
04/13/2001,SWE
04/13/2001,EUE
04/13/2001,USE
04/13/2001,SPE
04/13/2001,AOX
04/13/2001,AMX
04/13/2001,VIX
04/13/2001,CAE
04/13/2001,NQX
04/13/2001,FRX
04/13/2001,CPX
04/14/2001,BKX
04/14/2001,MXX
04/14/2001,SGX
04/14/2001,HKE
04/14/2001,ZMX
04/14/2001,TAX
04/15/2001,CAX
04/16/2001,ICX
04/16/2001,IEX
04/16/2001,JNX
04/16/2001,LUX
04/16/2001,PRX
04/16/2001,OLX
04/16/2001,NZX
04/16/2001,ZMX
04/16/2001,WSX
04/16/2001,GEE
04/16/2001,AUE
04/16/2001,ITE
04/16/2001,XLN
04/16/2001,LON
04/16/2001,UKE
04/16/2001,HKE
04/16/2001,FIE
04/16/2001,SZE
04/16/2001,SWE
04/16/2001,EUE
04/16/2001,SPE
04/16/2001,AMX
04/16/2001,VIX
04/16/2001,FRX
04/16/2001,CPX
04/16/2001,BRX
04/16/2001,BKX
04/16/2001,ATX
04/16/2001,VTX
04/16/2001,CYX
04/16/2001,CAX
04/16/2001,BUX
04/17/2001,CYX
04/18/2001,ZMX
04/19/2001,ICX
04/21/2001,SAX
04/23/2001,IBX
04/25/2001,TAX
04/25/2001,CAX
04/25/2001,AUE
04/25/2001,NZX
04/26/2001,TAX
04/27/2001,JNX
04/30/2001,JSX
04/30/2001,HKE
04/30/2001,JAE
04/30/2001,HEX
04/30/2001,OSX
04/30/2001,NYX
05/01/2001,KOX
05/01/2001,ICX
05/01/2001,JNX
05/01/2001,MXX
05/01/2001,LUX
05/01/2001,LSX
05/01/2001,SGX
05/01/2001,PRX
05/01/2001,PLX
05/01/2001,OLX
05/01/2001,ZMX
05/01/2001,WSX
05/01/2001,SHX
05/01/2001,KLX
05/01/2001,SAX
05/01/2001,BUX
05/01/2001,GEE
05/01/2001,ITE
05/01/2001,SKE
05/01/2001,HKE
05/01/2001,FIE
05/01/2001,SZE
05/01/2001,SWE
05/01/2001,EUE
05/01/2001,MSC
05/01/2001,SPE
05/01/2001,AMX
05/01/2001,VIX
05/01/2001,FRX
05/01/2001,BRX
05/01/2001,BKX
05/01/2001,ATX
05/01/2001,RTX
05/01/2001,VTX
05/01/2001,SIX
05/01/2001,CYX
05/01/2001,CAX
05/02/2001,MSC
05/02/2001,RTX
05/02/2001,SHX
05/03/2001,NYX
05/03/2001,WSX
05/03/2001,SHX
05/03/2001,JAE
05/03/2001,OSX
05/03/2001,JSX
05/03/2001,HEX
05/04/2001,NYX
05/04/2001,OSX
05/04/2001,JAE
05/04/2001,JSX
05/04/2001,SHX
05/04/2001,HEX
05/05/2001,JAE
05/05/2001,OSX
05/05/2001,JSX
05/05/2001,NYX
05/05/2001,HEX
05/05/2001,KOX
05/05/2001,SHX
05/05/2001,SKE
05/06/2001,SHX
05/07/2001,KLX
05/07/2001,IEX
05/07/2001,UKE
05/07/2001,BKX
05/07/2001,SIX
05/07/2001,LON
05/07/2001,XLN
05/07/2001,SHX
05/08/2001,PRX
05/08/2001,BKX
05/09/2001,RTX
05/09/2001,MSC
05/11/2001,CPX
05/17/2001,OLX
05/19/2001,IBX
05/21/2001,CAE
05/21/2001,SGX
05/24/2001,CPX
05/24/2001,FIE
05/24/2001,SWE
05/24/2001,SZE
05/24/2001,VIX
05/24/2001,OLX
05/24/2001,ICX
05/24/2001,VTX
05/24/2001,LUX
05/25/2001,ZMX
05/27/2001,TAX
05/28/2001,NAX
05/28/2001,AOX
05/28/2001,USE
05/28/2001,UKE
05/28/2001,LON
05/28/2001,NQX
05/28/2001,NYC
05/28/2001,XNY
05/28/2001,ASX
05/28/2001,TAX
05/28/2001,XLN
06/02/2001,KLX
06/04/2001,VTX
06/04/2001,NZX
06/04/2001,OLX
06/04/2001,LUX
06/04/2001,KLX
06/04/2001,IEX
06/04/2001,ICX
06/04/2001,BUX
06/04/2001,CAX
06/04/2001,CYX
06/04/2001,ATX
06/04/2001,BRX
06/04/2001,CPX
06/04/2001,VIX
06/04/2001,AMX
06/04/2001,EUE
06/04/2001,SWE
06/04/2001,SZE
06/05/2001,CPX
06/06/2001,SKE
06/06/2001,KOX
06/11/2001,AUE
06/11/2001,SGX
06/12/2001,PLX
06/12/2001,RTX
06/12/2001,MSC
06/14/2001,VIX
06/14/2001,WSX
06/14/2001,SAX
06/16/2001,JNX
06/17/2001,ICX
06/22/2001,SWE
06/22/2001,FIE
06/23/2001,FIE
06/23/2001,LUX
06/25/2001,HKE
06/29/2001,LSX
07/01/2001,BKX
07/01/2001,CAX
07/02/2001,CAE
07/02/2001,HKE
07/02/2001,SGX
07/04/2001,AOX
07/04/2001,USE
07/04/2001,XNY
07/04/2001,NYC
07/04/2001,NAX
07/04/2001,ASX
07/04/2001,NQX
07/05/2001,PRX
07/06/2001,PRX
07/06/2001,BKX
07/09/2001,SAX
07/17/2001,KOX
07/17/2001,SKE
07/20/2001,NYX
07/20/2001,OSX
07/20/2001,JAE
07/20/2001,JSX
07/20/2001,HEX
07/23/2001,CAX
07/28/2001,LSX
07/29/2001,TAX
07/29/2001,LSX
08/06/2001,IEX
08/06/2001,ICX
08/06/2001,CAE
08/09/2001,SIX
08/09/2001,JNX
08/11/2001,ZMX
08/12/2001,ZMX
08/13/2001,BKX
